text,sentiment
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",negative
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",negative
"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",negative
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,negative
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative
Net sales fell by 5 % from the previous accounting period .,negative
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",negative
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,negative
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,negative
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,negative
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,negative
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,negative
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative
Subscription sales decreased slightly .,negative
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,negative
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,negative
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",negative
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,negative
Export declined by 6 percent to 16.4 million liters .,negative
"Exports of goods fell by 59 % , and imports by 16.7 % .",negative
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,negative
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,negative
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",negative
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",negative
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative
"In the Baltic countries , sales fell by 42.6 % .",negative
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,negative
"Operating profit decreased to nearly EUR 1.7 mn , however .",negative
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,negative
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",negative
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",negative
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",negative
Sales by Seppala diminished by 6 per cent .,negative
Talentum 's net sales in September were smaller than expected .,negative
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative
The operating margin came down to 2.4 % from 5.7 % .,negative
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative
